index,Ticker,Close,Volume,Date
0,GOOGL,16.651901245117188,146912940,2012-01-03
1,GOOGL,16.723724365234375,114445440,2012-01-04
2,GOOGL,16.491741180419922,131184684,2012-01-05
3,GOOGL,16.266767501831055,107608284,2012-01-06
4,GOOGL,15.57707691192627,232671096,2012-01-09
5,GOOGL,15.594094276428223,175648176,2012-01-10
6,GOOGL,15.664665222167969,95904000,2012-01-11
7,GOOGL,15.756756782531738,74932992,2012-01-12
8,GOOGL,15.640390396118164,92199708,2012-01-13
9,GOOGL,15.730230331420898,76295628,2012-01-17
10,GOOGL,15.83858871459961,110357532,2012-01-18
11,GOOGL,16.0052547454834,251959788,2012-01-19
12,GOOGL,14.664414405822754,422628948,2012-01-20
13,GOOGL,14.652652740478516,136379484,2012-01-23
14,GOOGL,14.537788391113281,122109768,2012-01-24
15,GOOGL,14.25150203704834,199308492,2012-01-25
16,GOOGL,14.216716766357422,128918952,2012-01-26
17,GOOGL,14.51401424407959,144555300,2012-01-27
18,GOOGL,14.456707000732422,93126780,2012-01-30
19,GOOGL,14.517267227172852,85610304,2012-01-31
20,GOOGL,14.535284996032715,92735172,2012-02-01
21,GOOGL,14.6423921585083,96491412,2012-02-02
22,GOOGL,14.923172950744629,126613260,2012-02-03
23,GOOGL,15.242491722106934,147036816,2012-02-06
24,GOOGL,15.184433937072754,83600316,2012-02-07
25,GOOGL,15.26151180267334,73382544,2012-02-08
26,GOOGL,15.301801681518555,90497412,2012-02-09
27,GOOGL,15.16291332244873,92914992,2012-02-10
28,GOOGL,15.320320129394531,72579348,2012-02-13
29,GOOGL,15.259259223937988,72075852,2012-02-14
30,GOOGL,15.154153823852539,96938964,2012-02-15
31,GOOGL,15.178177833557129,101134764,2012-02-16
32,GOOGL,15.131131172180176,97866036,2012-02-17
33,GOOGL,15.365365028381348,99132768,2012-02-21
34,GOOGL,15.213713645935059,78601320,2012-02-22
35,GOOGL,15.16791820526123,82117800,2012-02-23
36,GOOGL,15.262763023376465,77346576,2012-02-24
37,GOOGL,15.247998237609863,72483444,2012-02-27
38,GOOGL,15.475225448608398,113790096,2012-02-28
39,GOOGL,15.471721649169922,125350524,2012-02-29
40,GOOGL,15.575575828552246,89418492,2012-03-01
41,GOOGL,15.546796798706055,62869068,2012-03-02
42,GOOGL,15.371622085571289,63668268,2012-03-05
43,GOOGL,15.139139175415039,126849024,2012-03-06
44,GOOGL,15.185185432434082,50529420,2012-03-07
45,GOOGL,15.193694114685059,53766180,2012-03-08
46,GOOGL,15.021270751953125,106717176,2012-03-09
47,GOOGL,15.14389419555664,66693240,2012-03-12
48,GOOGL,15.459959983825684,89742168,2012-03-13
49,GOOGL,15.415164947509766,117358524,2012-03-14
50,GOOGL,15.543793678283691,97306596,2012-03-15
51,GOOGL,15.641641616821289,121897980,2012-03-16
52,GOOGL,15.865365028381348,86825088,2012-03-19
53,GOOGL,15.853102684020996,61558380,2012-03-20
54,GOOGL,16.01551628112793,98685216,2012-03-21
55,GOOGL,16.167417526245117,96311592,2012-03-22
56,GOOGL,16.08083152770996,77530392,2012-03-23
57,GOOGL,16.24949836730957,72695232,2012-03-26
58,GOOGL,16.191692352294922,80207712,2012-03-27
59,GOOGL,16.410409927368164,101454444,2012-03-28
60,GOOGL,16.226476669311523,76895028,2012-03-29
61,GOOGL,16.047046661376953,92335572,2012-03-30
62,GOOGL,16.189189910888672,91276632,2012-04-02
63,GOOGL,16.081581115722656,81714204,2012-04-03
64,GOOGL,15.894644737243652,65038896,2012-04-04
65,GOOGL,15.823823928833008,92655252,2012-04-05
66,GOOGL,15.786787033081055,87220692,2012-04-09
67,GOOGL,15.687187194824219,99180720,2012-04-10
68,GOOGL,15.914915084838867,87872040,2012-04-11
69,GOOGL,16.291542053222656,230033736,2012-04-12
70,GOOGL,15.630631446838379,326045628,2012-04-13
71,GOOGL,15.166916847229004,227456316,2012-04-16
72,GOOGL,15.254505157470703,120835044,2012-04-17
73,GOOGL,15.201451301574707,106673220,2012-04-18
74,GOOGL,14.997496604919434,131652216,2012-04-19
75,GOOGL,14.91641616821289,122213664,2012-04-20
76,GOOGL,14.954955101013184,87824088,2012-04-23
77,GOOGL,15.046796798706055,77086836,2012-04-24
78,GOOGL,15.258257865905762,72771156,2012-04-25
